time,open,high,low,close,volume
2026-03-04T09:06:00-05:00,7.08,7.08,7.08,7.08,390.0
2026-03-04T09:19:00-05:00,7.09,7.09,7.09,7.09,150.0
2026-03-04T09:25:00-05:00,7.11,7.11,7.11,7.11,200.0
2026-03-04T10:58:00-05:00,7.03,7.04,7.03,7.04,11400.0
2026-03-04T11:00:00-05:00,7.04,7.04,7.04,7.04,4900.0
2026-03-04T11:51:00-05:00,7.05,7.05,7.03,7.03,71897.0
2026-03-04T11:55:00-05:00,7.04,7.06,7.03,7.06,150771.0
2026-03-04T12:00:00-05:00,7.06,7.06,7.05,7.05,97147.0
2026-03-04T12:21:00-05:00,7.07,7.07,7.07,7.07,50956.0
2026-03-04T13:41:00-05:00,7.01,7.01,6.95,6.95,140800.0
2026-03-04T13:45:00-05:00,6.96,6.98,6.96,6.96,55139.0
2026-03-04T15:52:00-05:00,7.05,7.05,7.02,7.02,124147.0
2026-03-04T15:55:00-05:00,7.025,7.03,7.01,7.03,51202.0
2026-03-04T16:17:00-05:00,7.02,7.02,7.02,7.02,100.0
